voter_id,vote,age,sex,voting_method,neighborhood
10091,"1027,1534",32,M,internet,Ursynów Północny
10099,210,63,M,internet,Ursynów Południowy
10115,"1644,639,1075,210,344",28,M,internet,Ursynów Północny
10147,"1603|1534,643|210",30,F,internet,Zielony Ursynów
10164,"1949,643|1534,926,1072|1018|1075|1644,1619,210,1027,639|344|1462,637",68,F,internet,Ursynów Północny
10218,"344,1644|1043,1462,643,1018|1072,639,210|1603",46,F,internet,Ursynów Północny
10228,"1075|639,1462,210|344,1619,1644,643,1534|1072,1501,1603,1027,637",23,F,internet,Ursynów Północny
10247,"926,1534|1072|641,344,210,1619|1027,637,643,1043,1644",47,F,internet,Ursynów Południowy
10272,"344,1534,1027,643",70,F,internet,Ursynów Północny
10317,"643,1072,344|1644|1534,210,1501,637",37,M,internet,Ursynów Północny
10328,"210,1949,643,1027",38,M,internet,Ursynów Południowy
10331,"1027,1619,637,641|643,344,1018,1072|1043",34,F,internet,Ursynów Północny
10335,"1043,210,1027,1075,637|643,344",57,M,internet,Ursynów Południowy
10350,344|210,31,F,internet,Ursynów Południowy
10353,643,40,F,internet,Ursynów Południowy
10365,"639|344,643,637|1072,1534,210|1027,1644,641|1075",41,F,internet,Ursynów Południowy
10368,"344,210|643",37,F,internet,Ursynów Południowy
10369,"210,1072,1027|1534",44,F,internet,Ursynów Południowy
10382,"1462,1027,641,1018,1644|1072,1043,1075|637|643,639,344,926",37,F,internet,Ursynów Południowy
10422,344,50,F,internet,Ursynów Południowy
10426,"1462,1072,344|926,1644",29,M,internet,Zielony Ursynów
10428,"1018|1075,643,1072,1534|344,1949,637,641,210|1027",39,F,internet,Zielony Ursynów
10437,"1534|344,1619,1949,641|210|1072",24,M,internet,Ursynów Południowy
10440,"637,1027,344|1949,1603|1043,1619,643,1787|1501,639,1018,1072|210,1075,1534|641",28,F,internet,Zielony Ursynów
10482,210,62,F,internet,Zielony Ursynów
10499,"1534,1027,1603,639,1018|344,1462|1075,641,1072,1949|643,637|1501,210|1644,1787",32,F,internet,Zielony Ursynów
10512,"210|1534,344,1644,643|1075|1072,1027,1603|1018,1462,637",43,M,internet,Ursynów Północny
10533,641,38,F,internet,Ursynów Południowy
10562,"637|1534,1027,639,645,1462|1949,210,344|641,1644,1619|1075,1787,1043|1072,643",46,F,internet,Ursynów Południowy
10571,"1534,1075,1072,1027,643|344|637,639,210|1644,1018,641",41,M,internet,Ursynów Północny
10608,"1075|1644|1949,637,641,344|1043,1501,1018,210,1534|643,645",38,M,internet,Zielony Ursynów
10629,"1018|639,1072,1603,1787,1027|1644,210,641,926,637|1619,1534,643|1075,344|1043,1949",39,M,internet,Ursynów Południowy
10638,"1072,637,210|641,344",48,F,internet,Ursynów Południowy
10646,"643|1534,210|344,639|1644,1027,1462",34,F,internet,Ursynów Południowy
10651,"1501,210,641|1075|1018,1534,1644|643|645,1949",6,F,internet,Zielony Ursynów
10683,"1072,1603,926,639|1787,344,1644,643,210|1027,637",40,F,internet,Ursynów Południowy
10701,"1027,344,639|926,210,645,643,1075|1462,1949,1619,1534,1644",69,F,internet,Ursynów Południowy
10707,"1027,1949",37,M,internet,Ursynów Południowy
10731,"1619|1018,637,210,1075|641,1072,1027,1787,1534|1603,1462,344|643,639,1644,1949",24,F,internet,Ursynów Północny
10758,"1534,344|1644,645|641,639,1018|1619,1949,926,637|1787,1603,1072,1075|1027,643|1462",65,M,internet,Ursynów Północny
10775,"1534,643|637,210|1075|1027,344|1462,1072",25,M,internet,Zielony Ursynów
10776,344,48,M,internet,Zielony Ursynów
10784,344,14,F,internet,Zielony Ursynów
10795,344,14,M,internet,Zielony Ursynów
10800,"1534,210|643,344,641,1018|1027,1644,926,639",31,F,internet,Ursynów Północny
10802,1018,66,M,internet,
10807,"643,1501,1027",45,F,internet,Ursynów Północny
10823,210,31,F,internet,Ursynów Południowy
10835,"210,1027|1534",39,F,internet,Zielony Ursynów
10845,"210|643,1644,1534,344,637|639,1072,1603,1501,1462",33,M,internet,Ursynów Północny
10931,"643|344,1603,210",44,M,internet,Ursynów Północny
10988,"1949,1534,344,926,1072|1027,1644,1787,643,1018|637,1603|645,639|641|1043,1501,210,1462",33,F,internet,Ursynów Północny
11019,"641,1018|1462,1534,1027,210,344|643,637,1072,926|1787",39,F,internet,Ursynów Południowy
11029,"210,344|1462",8,M,internet,Ursynów Południowy
11045,"641,637,1075,210,1949|344,1534,1072,1027|639,1644",29,F,internet,Ursynów Południowy
11059,"1075|344,1027|1462,1072,641,1619|1644,1043,643|637,1501|1534|926,210",39,M,internet,Ursynów Południowy
11060,"1027,1787,344,210|1072|1603,1462,1534|645,1501,1949,639|643",37,M,internet,Ursynów Północny
11081,643|344,40,M,internet,Zielony Ursynów
11083,"645,637|1619,1018|210,1644,1027,1043,1501|1072,1075,639|1787,344,641,1534|1603",27,F,internet,Ursynów Północny
11108,"639,344,1534,643,1462|210,1787,926,637,1027|1644",35,F,internet,Ursynów Północny
11162,"639,1619,643|637,1787,1075,641,1027|210|1072,1603,344",39,F,internet,Ursynów Południowy
11186,"1043,1072,637,645|1027,1075,643|344,926,1018,1534,1501|1644,639,210",44,F,internet,Ursynów Północny
11206,"1644|344,1534,1027|639,210,1462|637,1619,1072,645",73,M,internet,Ursynów Północny
11215,"1534,1027|344,1462,1072",39,F,internet,Ursynów Północny
11245,"1534|1027,344,1072",3,F,internet,Ursynów Północny
11247,1644,26,M,internet,Zielony Ursynów
11269,"1072,344,1534,1027",0,M,internet,Ursynów Północny
11291,"1949,210,1072,637,1501|639,645,1603,1619,344|643,1462|1534",40,F,internet,Ursynów Północny
11313,"344,643,1043,210,1603",27,F,internet,Ursynów Południowy
11326,"1027,1619,1787,210|1949,1534|1072|344,637|643,1462,1501,1603|1075,639",7,M,internet,Ursynów Północny
11329,1075,33,M,internet,Zielony Ursynów
11331,344,48,M,internet,Zielony Ursynów
11352,"1072,1027,643,641,344|210",10,F,internet,Ursynów Północny
11354,"1644,926,1043|1027,344,210,1462|645,1619,641,643,1075|1534,1072,637",65,F,internet,Ursynów Północny
11367,"210,1075,1534,344,1644",41,M,internet,Ursynów Południowy
11369,"1072,1644|1018,1075,637|1534,1462,643,1027,210",37,M,internet,Ursynów Północny
11376,"637|1043|344,643|210,639,1075,1027|1018|1534",28,F,internet,Ursynów Północny
11411,"1072|344,1534,1644,1043|210,1027,1619,1075|1949,643|1462,639,637",32,F,internet,Ursynów Południowy
11439,"643|1018,637|926,1043,1075|1644,1027|1501,1534,344,210|1462,639,1619|1072",38,F,internet,Ursynów Północny
11449,"1949,1501|1603|344,1072,1027|637|639,1534|210,1075,643",5,M,internet,Ursynów Północny
11451,926,38,M,internet,Ursynów Południowy
11465,"1534,1072,643",9,F,internet,Ursynów Północny
11468,"1644,643,344|926,639,210,1072,637|1027,1462",30,M,internet,Ursynów Południowy
11506,"210,1787,1018,1462|1603,1072,1644,1027|645,926|1075|1949,637,1043|344,643,641,639|1534,1619",36,M,internet,Ursynów Południowy
11514,643,7,M,internet,Ursynów Północny
11515,"1949,637,643,1644,344|1075,641,1603,1027,1534|639,1072|210",34,F,internet,Zielony Ursynów
11517,"344|210|643,1072,637,1462",42,F,internet,Ursynów Południowy
11520,1534,54,F,internet,Ursynów Północny
11535,1534,45,F,internet,Ursynów Południowy
11542,"926,1603,1501,1027|637|1075,1072,344|643|1462|1619,1644,210|645|641,1534,1018",24,M,internet,Ursynów Północny
11556,1787,46,F,internet,Ursynów Północny
11558,"641,1787,1462|643,1027|1072|344",13,F,internet,Ursynów Południowy
11570,"1043,344,1027",38,F,internet,Zielony Ursynów
11617,"210,344,1075",38,M,internet,Zielony Ursynów
11683,"1027|1072,1534,1043,1644|1075,926,645,210,344|643,1462",34,F,internet,Ursynów Południowy
11684,"1619,210,1072,1534|1075,1018,344,637|641,645,1462,643",30,F,internet,Ursynów Północny
11689,"210,1534|639",43,M,internet,Ursynów Północny
11718,344|1075|210,34,F,internet,Zielony Ursynów
11733,"344,1072",40,M,internet,Ursynów Północny
11735,"641,344|1603,643|1043,639,1949|1018,1644,1501,210,1534|637,1075,1027,645|1787,1462,1072",30,M,internet,Ursynów Północny
11771,"1043|344,1027",15,M,internet,Zielony Ursynów
11781,"1043|1072,1534,344,1075|210|637,1644|1462,926,643,1027|1949",34,M,internet,Ursynów Południowy
11789,"1603,210,637,1027,1534|1787,344,1644,643,1462|639,645,1619|1072",31,M,internet,Zielony Ursynów
11819,"1027,1644,639,641,210|344,1501|1072,1534",42,M,internet,Ursynów Północny
11830,"1644|926,1534|1603,1072|641,643|1949,1018,1462,1043|637,210,1787,1075|639,1619,344|1501,1027",29,F,internet,Zielony Ursynów
11847,643,39,F,internet,Ursynów Północny
11850,1462,36,M,internet,Ursynów Południowy
11860,"1534|1027,1072,210",36,M,internet,Ursynów Północny
11897,"210,1075,1018,1027|1644|639,1603,344,1043,1534|637,1462,1072,1619",40,M,internet,Ursynów Południowy
11898,"210|344,641|1534,643,1027|1072",35,F,internet,Ursynów Północny
11910,"1501,1043|1072,639|1462,1018,645|1619,344|643,1534,1949,637|1603,1644|1075|210,1027|641",37,F,internet,Ursynów Północny
11913,"344,1644,210",62,M,internet,Ursynów Południowy
11923,"344,1072,210,641,1534|1501,639,1027,1644",69,M,internet,Ursynów Północny
11928,"643|344,1534|1072",39,F,internet,Ursynów Północny
11933,"1027,1619,1043|1072,1534,641|1501,1018,1075,643,1949|637,210|1787,1462",32,F,internet,Ursynów Południowy
11941,344,46,M,internet,Ursynów Południowy
11955,"1644|1072,344,641,1027|639,1534,210|1501",69,F,internet,Ursynów Północny
12018,"637|643,926,344",40,F,internet,Zielony Ursynów
12056,"639,344,926|210,1043,1949,1072,1501|1462,1534,1644|1027,637,1603",25,M,internet,Ursynów Północny
12061,"210,637,1027|344,1018,1534,643|645|641,1462,1619|1075|1072",66,F,internet,Ursynów Północny
12073,643,57,F,internet,Zielony Ursynów
12089,"1072,1534,210|344,643",49,F,internet,Ursynów Południowy
12092,1027,45,F,internet,
12097,643,55,M,internet,Zielony Ursynów
12107,"210|639,1619,1075",22,M,internet,Ursynów Południowy
12114,"210,1534,344",34,M,internet,Ursynów Południowy
12140,1027,43,M,internet,Ursynów Południowy
12155,"1027,637,344|210,1534,1072",32,M,internet,Ursynów Północny
12185,"637,1018,1619|210,926,641,1644,344|1075,1027|1072,1534,639",29,F,internet,Ursynów Północny
12205,"210,1075,643,1462,1644|1534,637,1603,344,1027|1018",44,F,internet,Ursynów Południowy
12214,"1534,1462,344",28,F,internet,Ursynów Północny
12244,"210,1072,344|637,1949,1644|1534,645",30,F,internet,Ursynów Północny
12252,"344|1072,1644,1534|210",39,F,internet,Ursynów Południowy
12257,"1619|637,1534,639|210|1787,1603,1949,344,1027|641,1644,643,1072|1018",34,F,internet,Ursynów Północny
12266,"210,344,1072,1534|643,639|1619",39,M,internet,Ursynów Południowy
12269,"637,1462,1534,344,1027|1072,643,639,1501,1619|1075,1018|1603,1043,210,645|926",36,M,internet,Zielony Ursynów
12274,"1072,639,637,1534|344,926,210|1043|1027,1462|643|1018",38,M,internet,Ursynów Północny
12277,"344,210,1027,643|639,637,1075,1534",34,F,internet,Ursynów Północny
10189,"1027,210",17,F,internet,Ursynów Północny
12303,"1534,344,645|641,210,1075,926|1018|637,1072,643|1027,1619,1787",66,M,internet,Ursynów Północny
12320,344,40,F,internet,Ursynów Południowy
12342,"1075,1027,1043|344,637|210,643",50,F,internet,Ursynów Południowy
12367,1949,49,F,internet,
12395,"643,639|1619,1462,1787,1027,210|1075",69,F,internet,Ursynów Północny
12401,"1534|645,1072,1644,1949,637|1027",55,F,internet,Ursynów Północny
12405,"1534,643,210,1027|637,1619,1644,1075|344,639,1462,1603,1072",32,F,internet,Ursynów Południowy
12492,"1534,645,344,1462|641,210,1027,643",72,F,internet,Ursynów Północny
12508,"1534|1027,1644,1949,1018,210|637,645",48,M,internet,Ursynów Północny
12520,"639|210,645,344|1619,643|1043,1644|1027",49,F,internet,Ursynów Południowy
12537,1072,29,F,internet,Zielony Ursynów
12543,"1027|1072,1619,645|1462",38,F,internet,Ursynów Południowy
12553,"1644,637,344,210",36,M,internet,Ursynów Południowy
12554,"643,1619|1534,1462,639,344,210|1644,1027",50,M,internet,Ursynów Południowy
12567,"210,344|1534,643,645|1075|1787,1027,1644,637,1949|1043|1462,1619,641",14,F,internet,Ursynów Południowy
12570,"639,1644,1462,643,344|1534,210|637",18,F,internet,Ursynów Południowy
12577,"643,210",44,M,internet,Ursynów Południowy
12583,"1787,1534,639,1043|641,637,926|1027,1075|643,210,1072|344|1949,1501",75,M,internet,Ursynów Północny
12590,"210,1534,1018|1075,643|641|1072,637,1501,1027,1644|344,639,926|1787",36,F,internet,Ursynów Północny
12599,"643,1619,210,1534|639,1027,344,1644,645",22,F,internet,Ursynów Południowy
12606,"926,1043|1501,1018|639|1603,643,1075|1644|645|637,210,344|1027,1072",47,F,internet,Ursynów Południowy
12627,"926,643",46,M,internet,Ursynów Południowy
12636,"1619,1462,1534,643|639,645,210,344,1644",16,F,internet,Ursynów Południowy
12637,"637,1075,639,643|641|1534,344,1949,1027,1072|1018,210|1501,1043|926",70,F,internet,Ursynów Północny
12645,"1075,1619,1644,1462|1027,344",35,F,internet,Zielony Ursynów
12651,"1603,210,639,1949,637|1027,645,1501,1534,641|344,643,1644,1075,1072",34,F,internet,Ursynów Południowy
12676,"1949,1027|1603|1462|1787,1534,1018,1043,641|344,210,1075,643,645|1072",19,F,internet,Ursynów Północny
12682,"1072,641,1787,1018,1462|1603,1949,643|1534,1075,639,645|344,210,637|1043|1027,1619",34,F,internet,Ursynów Północny
12703,"1462,1072,643,1027,1043|210,344",35,F,internet,Ursynów Północny
12706,"1603,1027,1644,210",69,F,internet,Ursynów Północny
12731,"645,1075,344|1072,210,1534,639,643|637|641,1644,1027",32,F,internet,Ursynów Południowy
12739,"643|641,637,639|1949,1534,1027|1075,1603|210,344,1018,1018,1072|1501,1619",15,F,internet,Ursynów Północny
12829,"641,639,1018,1949,210|1072,1534,643,1787,1075|645,637|344,1462,926,1027|1603,1619|1043,1644",29,F,internet,Ursynów Północny
12842,"643,1949,1027,1787|1018,645,344|637,1075,210|926,1534|1644,639",36,F,internet,Ursynów Północny
12872,"1501,926,1534,639,1603|1043|643,1027|1075,641,1462,210|344,645",25,F,internet,Ursynów Północny
12910,"645,344,641,1075|1027",23,F,internet,Zielony Ursynów
12941,"637,1462,643,344,639|1534,1072|210",35,M,internet,Ursynów Południowy
12966,"1787,1619|926,1027,344,643,210",36,F,internet,Ursynów Północny
12969,"1043|1027,344",10,M,internet,Zielony Ursynów
12985,"1534,1462|1949|1072,643|1075,637,1027,344",23,F,internet,Ursynów Północny
13005,1462,32,F,internet,Ursynów Południowy
13007,344,50,F,internet,Zielony Ursynów
13011,"1072,210,1027",34,F,internet,Ursynów Południowy
13015,"1534,210|1075,1949,344",51,M,internet,Ursynów Południowy
13025,210,65,F,internet,Ursynów Południowy
13033,"1534,344",41,F,internet,Ursynów Północny
13036,"643,1018,344,1534,210|1787|1462,1075|1072,645,1027|1619,1949",69,F,internet,Ursynów Północny
13051,"1534,210|1072|637,1644,1027,1501,643|1462,344,1043,1603,1949",13,M,internet,Ursynów Północny
13062,"1075,344,1501,1462,643|210,1534|1072,641,1027,1603,639",36,F,internet,Ursynów Północny
13078,"1644|1619,1043,926,344|1018,1075,210,639,1501|637,641|643,1072,1534,1603",11,M,internet,Ursynów Północny
13079,"1949,926,639,637|1644,210|1462,645,1534|344,1072,1501|1075,1043",16,M,internet,Ursynów Południowy
13107,"1949|210,344,1644",25,M,internet,Zielony Ursynów
13122,"1534,637,210,643|1462|1027,1072|344,1619,639,1644",77,M,internet,Ursynów Północny
13166,"344|641,1075,1027,637,210|1534,1072",44,F,internet,Ursynów Południowy
13169,"1072,1027|1787,1075,1462,210,1018|1619|643,1949|344,1534",68,M,internet,Ursynów Północny
13187,"639|1043|1619,637,643|1072,641|344,210|1075,1949|1534,1027|926",40,F,internet,Zielony Ursynów
13192,"344,1949",29,M,internet,Zielony Ursynów
13229,1027,33,F,internet,Zielony Ursynów
13269,"1072,643|639|1534,210|637,1644,1018,1027,344|1462|1949",51,F,internet,Ursynów Południowy
13273,"1043,1644,1027,639,344|637,643,1949,1072,210|1534",23,M,internet,Zielony Ursynów
13277,"210,1534",37,M,internet,Ursynów Południowy
13287,"1027,1619,1075|637,210,1787,1603|926,1534,1644,1949,1072|643|344,641|639",37,F,internet,Ursynów Północny
13297,210,63,F,internet,Ursynów Południowy
13301,"1018,641,1534,1787,926|643,1043,1644,639|1619,645,1501,637,210|1027,1072|1075,344",28,F,internet,Zielony Ursynów
13306,"344,1075,210|639,637,1072,641|1949,1027",34,F,internet,Ursynów Południowy
13308,1027|1072,47,F,internet,Ursynów Północny
13327,"1462|210,1075|1027,344,643",41,F,internet,Ursynów Południowy
13361,643,42,F,internet,Ursynów Południowy
13369,"926,1018,344|643,645,1644,1027,1534|637,210",42,F,internet,Zielony Ursynów
13390,643,43,M,internet,Ursynów Południowy
13401,643,6,M,internet,Ursynów Południowy
13416,"1462|344,643,1027|1072,210|1075,1644",11,M,internet,Ursynów Południowy
13422,1787,20,F,internet,
13432,"1501,1027|1534,645,344,1075|637,643,1072,1644,641|1043,210,1462|1018",41,F,internet,Ursynów Południowy
13451,"1534|344,1072,1027,1462",38,M,internet,Ursynów Północny
13477,"643,1027,344,1603,1043|210",45,F,internet,Ursynów Południowy
13481,1534,38,F,internet,
13486,"1018,1018,1603,637,1787|210,1075,641,1462,1534|1027,645,1949|344,643|639",37,F,internet,Zielony Ursynów
13497,"1534,344,1027",34,F,internet,Ursynów Południowy
13508,"1603,344|1501,1787,1018,1072,1534|210",33,M,internet,Ursynów Południowy
13521,643,38,F,internet,Ursynów Północny
13543,"645,643|1075,1534,637|1072|1027,344",36,M,internet,Ursynów Południowy
13567,"643,210|637",38,F,internet,Ursynów Południowy
13581,"1619|1462|1027,1644,643|1075,1072|210,1603,344,641",31,F,internet,Ursynów Północny
13587,210,29,F,internet,Zielony Ursynów
13604,"643|344,1027,1072|637",37,F,internet,Ursynów Południowy
13616,"1462,1072,1501,1644|344,210,1027,637|1534",36,F,internet,Ursynów Południowy
13669,"1644,1027,637,1072,210|1949|344,1534|1075",26,F,internet,Ursynów Północny
13671,"210,1027,1043|1534,1787|1949,1072",32,F,internet,Ursynów Południowy
13673,"641,1075,1027,344|643|639,1534,1072|210,1787,1619,1644|637",69,F,internet,Ursynów Północny
13693,"637,344,1534,1027,210|1072|1043,643",35,M,internet,Ursynów Południowy
13705,344,44,F,internet,Ursynów Południowy
13720,"1462,1603,1072|210,643,639,637,1534|344,1075,1644,1043,1027",41,M,internet,Ursynów Północny
13722,1462,39,F,internet,Ursynów Północny
13723,344,43,M,internet,Ursynów Południowy
13742,"1534|344,1075",38,F,internet,Ursynów Południowy
13745,"1619,1501,1072,344|210|643,1462|1027,1534,926,1644",43,F,internet,Ursynów Północny
13748,"344,1644|1072|1534",57,M,internet,Ursynów Południowy
13780,"210,1603|1534|643,1462,1072|344,1027,637|639,641",40,F,internet,Ursynów Północny
13782,210,38,F,internet,Ursynów Południowy
13803,210,39,F,internet,Ursynów Południowy
13816,"641,1619|344,210|637,643,1072,1501,1043|639,1603,1018|1027,1075,1534",40,F,internet,Ursynów Północny
13829,1075,39,F,internet,Zielony Ursynów
13892,"210|1949|1043,643,639,1534,637|1072,344,1644,1075,1462",34,M,internet,Ursynów Południowy
13902,"1075,1043,1027,1072|637,643|344|645,1534,639|1619,926,1787|210|1018,1018",26,F,internet,Ursynów Północny
13918,"344,1534,1072",20,M,internet,Ursynów Północny
13928,"1501,1462,643",32,F,internet,Ursynów Północny
13932,"344|1072,1027,1534",49,F,internet,Zielony Ursynów
13954,344,43,M,internet,Zielony Ursynów
13959,"643,1462,210|1043,344,1072|1027,1075",42,M,internet,Zielony Ursynów
13962,"1462,344,1534",30,F,internet,Zielony Ursynów
13991,"643,344,645|641,1072,1462,637|1534,1027,210",22,F,internet,Ursynów Północny
14029,"1462,1027,639|637,210|645,344,643,1534",49,M,internet,Ursynów Północny
14075,"210,643,1534,1462",72,F,internet,Ursynów Północny
14088,"645,1787,643,344,210|1072|641,637,1043,1462",36,F,internet,Ursynów Południowy
14141,"1072,1949,1075,1043|344,1018,1787|1534,1027,210",26,M,internet,Ursynów Północny
14167,"344,641,643|1619,1027",40,F,internet,Ursynów Północny
14204,210,65,F,internet,Ursynów Południowy
14207,"1075,344,637,1072,643|1644,1619|1018,1027|641,1462,1043|1534,645|210,1949,639",30,F,internet,Zielony Ursynów
14248,"641,1027,643",41,F,internet,Ursynów Południowy
14291,"1075,1462,637",39,F,internet,Zielony Ursynów
14331,"210,1027,1644,1534|1018,344,1072",41,M,internet,Ursynów Południowy
14334,"1018|344,1619,1043|1462|643,1534,926,210",29,F,internet,Ursynów Południowy
14383,344,39,F,internet,Ursynów Południowy
14389,"645,643|1043,1027,1462,1534,1072|1603|1018,1619,210,344,639|637,926",36,F,internet,Ursynów Północny
14397,"643|1534|1462,926,1027,1603|344,210,1072,1501,1644",33,F,internet,Ursynów Północny
14399,"1072,1603,344,926,1501|639,1644,1462|643,637,1534,1027|1018,210",37,F,internet,Zielony Ursynów
14411,210,29,F,internet,Ursynów Południowy
14419,"344,210,1072",37,F,internet,Ursynów Północny
14432,"637,1075,643|1462,1018|1027,641,1534,344,1644|1619,639|1043|210",31,M,internet,Ursynów Północny
14438,"1027,1075,643,210|1462,344",28,M,internet,Ursynów Południowy
14482,"210,637,344|639,643",38,F,internet,Ursynów Północny
14487,"344,637,1075|1072,643",30,F,internet,Ursynów Północny
14489,"637,1075|639,1018,210,1644,1027|643|344,1619,1072,1534|1949",33,F,internet,Ursynów Południowy
14495,"926,344",34,M,internet,Ursynów Północny
14503,"1043,1603,1787,1619,643|1027,1949,1534,344,1075|1072,641,639|210,1644,1501,637",25,F,internet,Ursynów Południowy
14531,"1027|210,1072",46,F,internet,Ursynów Południowy
14569,"1072,645,1027,344,210|1018|1644|1603,643,1619,1534|1949",41,F,internet,Ursynów Południowy
14583,"1027|643,1534,344,1075,1603|637,1462,1501|210,1043|1644,926,639|1072",39,F,internet,Zielony Ursynów
14594,"1534,643",43,F,internet,Zielony Ursynów
14597,"645,1619,1603|1787,1075,1018,1043,210|1462,641,344,637,1949|1072,643,1027,1534",40,F,internet,Ursynów Północny
14609,"926,344",3,F,internet,Ursynów Północny
14614,"1018,643|1043|1501,1603|344,210,1027,1534,637|1787,1072",37,F,internet,Ursynów Północny
14633,"1027,210,1043|344|1787|1072|1462,643|1949",19,M,internet,Ursynów Południowy
14637,"344,926",92,F,internet,Ursynów Północny
14639,"1644,344,1949,1027|637,1018,643,1534,1787|641",35,M,internet,Ursynów Południowy
14645,"1644,344,637|1949,1072,1462|1043,926,210|1603,1027|1018,645,641,1534,1501|643",33,M,internet,Ursynów Północny
14650,"344|1075|643|1644,1534,210",45,M,internet,Ursynów Północny
14666,"637,210,1072,1075|1534|344,1644,643|1027,1043,1462,639",23,F,internet,Ursynów Południowy
14671,"344,1072|643,1075,210|639|1534,1644,1027|1949",39,F,internet,Ursynów Południowy
14692,"1619,1534|210,1787,1018,1072,1018|1027,1501|1075,1644,637,643,344|1949,926",28,M,internet,Ursynów Północny
14697,"1949,344",48,M,internet,Zielony Ursynów
14698,643,59,M,internet,Ursynów Południowy
14713,643,37,F,internet,Ursynów Północny
14739,1949,48,M,internet,
14766,"1644,210,926,645,344|1043,1027",47,F,internet,Ursynów Południowy
14773,344,28,M,internet,Zielony Ursynów
14890,"1619,1027|1462,1072,1534,643|210|344",30,F,internet,Ursynów Południowy
14929,"1072|1534,1027,344",35,M,internet,Ursynów Północny
14950,"1072,210,1462",29,M,internet,Ursynów Północny
15019,"344,637,643,1072,1644|1027,1534",48,M,internet,Ursynów Południowy
15027,"643|1072,210,344",61,F,internet,Ursynów Południowy
15028,"643,1027|1501|1534,637",44,F,internet,Ursynów Południowy
15033,"1787,1027,1534,1619|344,210",42,F,internet,Ursynów Południowy
15034,"1027,1534,1072,637|1501|643,1619|1603|926,210,344,641",32,F,internet,Zielony Ursynów
15046,"344,210,926|643",34,M,internet,Zielony Ursynów
15051,"643,344",46,M,internet,Zielony Ursynów
15072,"210,1072|344,1027,1043,1619|641,1534|926,1018|1075,1603|643",46,F,internet,Ursynów Południowy
15081,"1075,641|1949|210,1027,637,1018,1072|1462,344|1534",19,F,internet,Ursynów Południowy
15133,"645,1075,1949,1027,1462|1072,210,1043,637|344,1534,1603|639,1644,1501",21,M,internet,Ursynów Południowy
15139,"1018,643,645,344|1027,1075|1534,210,637,641,1501|1072,1043",33,F,internet,Zielony Ursynów
15144,"1027,1603,1644,643|210,1043,1787|1072,639,1534,637,641|1949",36,F,internet,Ursynów Północny
15196,344,46,F,internet,Ursynów Południowy
15210,"1027|1949,1644,344,643,1534|210,645",77,M,internet,Ursynów Południowy
15227,1534,36,F,internet,Ursynów Północny
15246,"926,344|639,1619|1787|1949,643,1043,1075,1603|1072,637,210|645,1018,1534,1462|1027",39,M,internet,Ursynów Południowy
15249,"344,210,1027",25,M,internet,Zielony Ursynów
15265,"210,643|1072,639|1027,1619|1534,1501,926,641,637|344",3,M,internet,Zielony Ursynów
15293,"641,210|643,1534,1619|1462,1501,637,1027",41,M,internet,Zielony Ursynów
15298,"1072,210,344|637,1644,1534,639|1619,1027|1462,643|1075",40,F,internet,Ursynów Północny
15343,"637,1644,643,1534",41,M,internet,Ursynów Południowy
15344,"1501,1072,1603,1949,1075|1043,1619|1027,643,639,1018|1787,1534|344|210,637",38,M,internet,Ursynów Południowy
15352,"1534,1501|344,1072,1043|1949,926|1603,210,1619,637,643|639,1027,1462",49,M,internet,Ursynów Północny
15376,"344|1043|643,1534,1787",39,F,internet,Ursynów Północny
15389,344,24,F,internet,Ursynów Południowy
15437,"643,1644,1534|637,1787,1619,641|1072,1027,1043,210|344|645,926,1603",29,F,internet,Zielony Ursynów
15450,"1619,641,1072,344,643|1462,1027,637,210",70,F,internet,Ursynów Południowy
15487,"1534,1027,1072,210|1075,344,1619,643|1462|1644,641,639,637",33,M,internet,Ursynów Północny
15503,"1949|1787,926,1072,1462|1027,643,1043,210|344",30,F,internet,Ursynów Południowy
15515,"1075,1619,643,1501,1027|1787,1072,1534,639,926|637,641,1043,1603|210,344|1949",32,F,internet,Ursynów Południowy
15520,"637,643,210,645|1043|1787,1072|1018|641",32,F,internet,Ursynów Północny
15563,"344,1603,1644,637,1534",34,F,internet,Zielony Ursynów
15568,"926,1072,210,1534|643,637,641|1027,344",36,F,internet,Zielony Ursynów
15582,"1072,1949",19,F,internet,Zielony Ursynów
15592,"1072,344,210",36,M,internet,Ursynów Północny
15595,210,42,M,internet,Ursynów Południowy
15624,"1534,210",52,M,internet,Ursynów Południowy
15632,"1949,1534,210,637,1072|639,1462,643|1027,344",46,F,internet,Ursynów Południowy
15633,"210,1043,1075,639,926|1603,637,1027,1072,641|1534,1501,1644|1949|344|643",40,F,internet,Ursynów Południowy
15640,643,35,F,internet,Ursynów Północny
15653,"643,344,1644,1534,1027|1072",26,M,internet,Ursynów Południowy
15663,"643,1072|344,637|210|1075",40,F,internet,Ursynów Północny
15742,"1075,1534,210,344",50,M,internet,Ursynów Północny
15777,"1462,1603,643,645|1644|637,1027,344|210|1075|926",44,M,internet,Ursynów Południowy
15791,"1027|344,1462",26,F,internet,Ursynów Północny
15800,"1534,643,1462,645,1027|210",44,F,internet,Ursynów Południowy
15803,"1462,1027|210,643,1075,639,1949|344,1534",35,M,internet,Ursynów Północny
